I, [2012-04-23T17:45:34.828361 #1421]  INFO -- : listening on addr=/tmp/unicorn.cloudkickr.sock fd=7
I, [2012-04-23T17:45:34.829463 #1421]  INFO -- : worker=0 spawning...
I, [2012-04-23T17:45:34.836496 #1421]  INFO -- : worker=1 spawning...
I, [2012-04-23T17:45:34.837640 #1424]  INFO -- : worker=0 spawned pid=1424
I, [2012-04-23T17:45:34.837988 #1424]  INFO -- : Refreshing Gem list
I, [2012-04-23T17:45:34.842035 #1421]  INFO -- : master process ready
I, [2012-04-23T17:45:34.843142 #1427]  INFO -- : worker=1 spawned pid=1427
I, [2012-04-23T17:45:34.843503 #1427]  INFO -- : Refreshing Gem list
I, [2012-04-23T17:45:36.356088 #1424]  INFO -- : worker=0 ready
I, [2012-04-23T17:45:36.506297 #1427]  INFO -- : worker=1 ready
69.86.67.240 - - [23/Apr/2012 17:45:48] "GET /rails.png HTTP/1.0" 304 - 0.9230
174.45.103.149 - - [23/Apr/2012 17:46:25] "GET /rails.png HTTP/1.0" 200 6646 0.0268
69.86.67.240 - - [23/Apr/2012 18:13:13] "GET /rss HTTP/1.0" 404 763 0.0656
69.86.67.240 - - [23/Apr/2012 18:43:14] "GET /rss HTTP/1.0" 404 763 0.0103
66.249.71.148 - - [23/Apr/2012 19:05:30] "GET /recent/source HTTP/1.0" 404 773 0.0103
69.86.67.240 - - [23/Apr/2012 19:13:17] "GET /rss HTTP/1.0" 404 763 1.1115
69.86.67.240 - - [23/Apr/2012 19:43:18] "GET /rss HTTP/1.0" 404 763 0.0105
69.86.67.240 - - [23/Apr/2012 20:13:20] "GET /rss HTTP/1.0" 404 763 0.0095
69.86.67.240 - - [23/Apr/2012 20:42:55] "GET /rails.png HTTP/1.0" 200 6646 0.0580
69.86.67.240 - - [23/Apr/2012 20:42:57] "GET /rails/info/properties HTTP/1.0" 200 - 0.3027
69.86.67.240 - - [23/Apr/2012 20:43:21] "GET /rss HTTP/1.0" 404 763 0.0099
69.86.67.240 - - [23/Apr/2012 20:43:26] "GET /rails.png HTTP/1.0" 304 - 0.0020
69.86.67.240 - - [23/Apr/2012 20:43:41] "GET /rails.png HTTP/1.0" 304 - 0.0020
69.86.67.240 - - [23/Apr/2012 20:43:44] "GET /rails/info/properties HTTP/1.0" 200 - 0.1363
69.86.67.240 - - [23/Apr/2012 20:44:16] "GET /rails.png HTTP/1.0" 304 - 0.0026
69.86.67.240 - - [23/Apr/2012 20:44:26] "GET /rails.png HTTP/1.0" 304 - 0.0024
69.86.67.240 - - [23/Apr/2012 21:13:23] "GET /rss HTTP/1.0" 404 763 0.0098
69.86.67.240 - - [23/Apr/2012 23:45:32] "GET /bg-blu.png HTTP/1.0" 200 2903 0.0319
69.86.67.240 - - [23/Apr/2012 23:45:32] "GET /grad.png HTTP/1.0" 200 12442 0.0480
69.86.67.240 - - [23/Apr/2012 23:45:33] "GET /assets/weakness.png HTTP/1.0" 404 779 0.0143
69.86.67.240 - - [23/Apr/2012 23:45:33] "GET /assets/strength.png HTTP/1.0" 404 779 0.0433
69.86.67.240 - - [23/Apr/2012 23:45:33] "GET /assets/dlb.png HTTP/1.0" 404 774 0.0464
